region,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
UP,2020-04-14,nowcast,1.2,1.1,1.3,1.1,1.2,0.01
UP,2020-04-15,nowcast,1.1,1,1.3,1.1,1.2,0.03
UP,2020-04-16,nowcast,1.1,1,1.2,1.1,1.1,0.07
UP,2020-04-17,nowcast,1.1,1,1.2,1,1.1,0.15
UP,2020-04-18,nowcast,1.1,0.9,1.2,1,1.1,0.21
UP,2020-04-19,nowcast,1,0.9,1.1,1,1.1,0.26
UP,2020-04-20,nowcast,1,0.9,1.1,1,1.1,0.31
UP,2020-04-21,nowcast,1,0.9,1.1,1,1.1,0.36
UP,2020-04-22,nowcast,1,0.9,1.2,1,1.1,0.32
UP,2020-04-23,nowcast,1.1,0.9,1.2,1,1.1,0.21
WB,2020-03-22,nowcast,1.8,1.2,2.4,1.5,2,0
WB,2020-03-23,nowcast,1.7,1.2,2.3,1.5,1.9,0
WB,2020-03-24,nowcast,1.7,1.2,2.2,1.5,1.9,0
WB,2020-03-25,nowcast,1.7,1.2,2.1,1.5,1.8,0
WB,2020-03-26,nowcast,1.6,1.2,2,1.4,1.7,0
WB,2020-03-27,nowcast,1.6,1.2,2,1.4,1.7,0.01
WB,2020-03-28,nowcast,1.5,1.2,1.9,1.4,1.7,0.01
WB,2020-03-29,nowcast,1.5,1.1,1.9,1.3,1.6,0.01
WB,2020-03-30,nowcast,1.5,1.2,1.8,1.3,1.6,0.01
WB,2020-03-31,nowcast,1.5,1.2,1.8,1.3,1.6,0.01
WB,2020-04-01,nowcast,1.5,1.2,1.8,1.3,1.6,0
WB,2020-04-02,nowcast,1.5,1.2,1.8,1.3,1.6,0
WB,2020-04-03,nowcast,1.5,1.2,1.8,1.4,1.6,0
WB,2020-04-04,nowcast,1.5,1.2,1.8,1.4,1.6,0
WB,2020-04-05,nowcast,1.5,1.2,1.8,1.4,1.6,0
WB,2020-04-06,nowcast,1.5,1.2,1.8,1.4,1.6,0
WB,2020-04-07,nowcast,1.5,1.2,1.8,1.3,1.5,0
WB,2020-04-08,nowcast,1.5,1.2,1.7,1.3,1.5,0
WB,2020-04-09,nowcast,1.4,1.2,1.7,1.3,1.5,0
WB,2020-04-10,nowcast,1.4,1.2,1.6,1.3,1.5,0
WB,2020-04-11,nowcast,1.3,1.1,1.6,1.3,1.4,0
WB,2020-04-12,nowcast,1.3,1.1,1.5,1.2,1.4,0
WB,2020-04-13,nowcast,1.3,1.1,1.5,1.2,1.3,0.01
WB,2020-04-14,nowcast,1.3,1.1,1.4,1.2,1.3,0.01
WB,2020-04-15,nowcast,1.2,1,1.4,1.2,1.3,0.02
WB,2020-04-16,nowcast,1.2,1,1.4,1.1,1.3,0.03
WB,2020-04-17,nowcast,1.2,1,1.3,1.1,1.2,0.06
WB,2020-04-18,nowcast,1.1,0.9,1.3,1.1,1.2,0.11
WB,2020-04-19,nowcast,1.1,0.9,1.3,1,1.1,0.21
WB,2020-04-20,nowcast,1,0.9,1.2,1,1.1,0.35
WB,2020-04-21,nowcast,1,0.8,1.2,0.9,1.1,0.55
WB,2020-04-22,nowcast,0.9,0.7,1.1,0.9,1,0.73
WB,2020-04-23,nowcast,0.9,0.7,1.1,0.8,1,0.82
